cohort,split,filename,image_path,expected,result,confidence,strict_correct,roi_count,ocr_token_count,elapsed_ms,reason,regions_json,distance_to_suspicious,distance_to_tampered
independent,train,no (4).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (4).jpg,正常,正常,0.44163929804732593,True,2,23,611.2,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.32935988486109685, ""bbox"": [308, 382, 509, 105], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [308, 382, 817, 487], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.44163929804732593, ""bbox"": [625, 999, 408, 42], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [625, 999, 1033, 1041], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",-0.108361,-0.208361
independent,test,10.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/10.png,正常,正常,0.13223191046152022,True,3,37,2043.1,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.09613359082401565, ""bbox"": [147, 89, 107, 14], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [147, 89, 254, 103], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.1175154396850982, ""bbox"": [147, 246, 107, 13], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [147, 246, 254, 259], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.13223191046152022, ""bbox"": [146, 224, 79, 16], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [146, 224, 225, 240], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",-0.417768,-0.517768
independent,test,16.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/16.png,正常,正常,0.11150899651295544,True,2,39,2086.4,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [26, 456, 252, 13], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [26, 456, 278, 469], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.11150899651295544, ""bbox"": [112, 257, 86, 11], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [112, 257, 198, 268], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.438491,-0.538491
independent,test,2.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/2.png,正常,正常,0.17587885421409113,True,3,39,1814.1,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.10692079042348654, ""bbox"": [98, 245, 88, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [98, 245, 186, 257], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [99, 121, 85, 10], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [99, 121, 184, 131], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.17587885421409113, ""bbox"": [99, 228, 63, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [99, 228, 162, 240], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",-0.374121,-0.474121
independent,test,31.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/31.png,正常,正常,0.0,True,2,38,2093.4,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [109, 113, 85, 10], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [109, 113, 194, 123], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [109, 221, 63, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [109, 221, 172, 233], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.55,-0.65
independent,test,32.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/32.png,正常,正常,0.0922420030368113,True,2,39,1990.6,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.0914559110471882, ""bbox"": [108, 128, 88, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [108, 128, 196, 140], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.0922420030368113, ""bbox"": [108, 253, 88, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [108, 253, 196, 265], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",-0.457758,-0.557758
independent,test,33.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/33.png,正常,正常,0.06755835684150105,True,3,39,1931.3,缺少EXIF且图像结构异常(疑似生成图),"[{""result"": ""正常"", ""confidence"": 0.06755835684150105, ""bbox"": [97, 116, 82, 13], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [97, 116, 179, 129], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [97, 217, 60, 12], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [97, 217, 157, 229], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [98, 235, 79, 9], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [98, 235, 177, 244], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}]",-0.482442,-0.582442
independent,test,34.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/34.png,正常,无法自动检测,0.0,False,0,38,1466.2,未识别到金额、姓名、时间关键区域，无法自动检测,[],-0.55,-0.65
independent,train,46.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/46.jpg,正常,正常,0.3898075525439497,True,2,24,626.3,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.377244422857232, ""bbox"": [381, 475, 447, 117], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [381, 475, 828, 592], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.3898075525439497, ""bbox"": [636, 1595, 522, 54], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [636, 1595, 1158, 1649], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",-0.160192,-0.260192
independent,train,no (3).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (3).jpg,正常,正常,0.09090464523181098,True,2,59,1644.9,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.09090464523181098, ""bbox"": [312, 895, 160, 26], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [312, 895, 472, 921], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.07238594531454506, ""bbox"": [312, 964, 175, 23], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [312, 964, 487, 987], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.459095,-0.559095
independent,train,p (24).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (24).jpg,篡改,篡改,0.6696664077816297,True,3,22,725.7,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [483, 527, 432, 109], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [483, 527, 915, 636], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [584, 1138, 547, 54], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [584, 1138, 1131, 1192], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.6696664077816297, ""bbox"": [445, 678, 336, 54], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [445, 678, 781, 732], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",0.119666,0.019666
independent,train,no (11).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (11).jpg,正常,正常,0.16469691945176704,True,4,54,1783.2,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.09654327142424698, ""bbox"": [254, 695, 654, 33], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [254, 695, 908, 728], ""field_type"": ""name"", ""field_label"": ""姓名"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.07642599601457895, ""bbox"": [222, 885, 215, 34], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [222, 885, 437, 919], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.10497493001577315, ""bbox"": [222, 1022, 234, 31], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [222, 1022, 456, 1053], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}, {""result"": ""正常"", ""confidence"": 0.16469691945176704, ""bbox"": [223, 977, 232, 27], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [223, 977, 455, 1004], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 4}]",-0.385303,-0.485303
independent,validation,p (12).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (12).jpg,篡改,篡改,0.790182317841434,True,6,39,1466.9,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [541, 2113, 560, 71], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [541, 2113, 1101, 2184], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [466, 940, 321, 93], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [466, 940, 787, 1033], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [116, 2113, 393, 68], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [116, 2113, 509, 2181], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [115, 1259, 199, 60], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [115, 1259, 314, 1319], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [632, 1130, 179, 53], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [632, 1130, 811, 1183], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""篡改"", ""confidence"": 0.790182317841434, ""bbox"": [372, 249, 146, 52], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [372, 249, 518, 301], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",0.240182,0.140182
independent,train,p (14).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (14).jpg,篡改,篡改,0.66,True,1,4,218.1,全局UI布局异常；局部字体风格异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [82, 192, 265, 51], ""reason"": ""全局UI布局异常；局部字体风格异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 1, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [82, 192, 347, 243], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}]",0.11,0.01
independent,train,p (43).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (43).jpg,篡改,篡改,0.66,True,1,4,210.5,全局UI布局异常；局部字体风格异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [82, 193, 264, 49], ""reason"": ""全局UI布局异常；局部字体风格异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 1, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [82, 193, 346, 242], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}]",0.11,0.01
independent,train,44.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/44.jpg,正常,正常,0.4682042910463295,True,2,30,793.2,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.4682042910463295, ""bbox"": [440, 680, 322, 86], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [440, 680, 762, 766], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.43429414102025465, ""bbox"": [384, 1587, 128, 44], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [384, 1587, 512, 1631], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.081796,-0.181796
independent,train,39.png,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/39.png,正常,正常,0.2379370068789001,True,3,51,1543.4,缺少EXIF且图像结构异常(疑似生成图)；文件体积/像素比异常(疑似工具导出),"[{""result"": ""正常"", ""confidence"": 0.2110955725019828, ""bbox"": [196, 163, 436, 16], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)；文件体积/像素比异常(疑似工具导出)"", ""bbox_overlap_check"": {""max_iou"": 0.1835, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [196, 163, 632, 179], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.2379370068789001, ""bbox"": [447, 61, 146, 17], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)；文件体积/像素比异常(疑似工具导出)"", ""bbox_overlap_check"": {""max_iou"": 0.1835, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [447, 61, 593, 78], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.13807714001056098, ""bbox"": [196, 163, 80, 16], ""reason"": ""缺少EXIF且图像结构异常(疑似生成图)；文件体积/像素比异常(疑似工具导出)"", ""bbox_overlap_check"": {""max_iou"": 0.1835, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [196, 163, 276, 179], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",-0.312063,-0.412063
independent,validation,14.jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/14.jpg,正常,正常,0.4497157021237472,True,6,31,1200.5,存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.39128617187062176, ""bbox"": [504, 388, 312, 96], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [504, 388, 816, 484], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.3737973755523642, ""bbox"": [904, 664, 376, 47], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [904, 664, 1280, 711], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.423567196532209, ""bbox"": [530, 511, 257, 52], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [530, 511, 787, 563], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""正常"", ""confidence"": 0.12476196205767745, ""bbox"": [1109, 1521, 168, 51], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [1109, 1521, 1277, 1572], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""正常"", ""confidence"": 0.4497157021237472, ""bbox"": [1134, 1198, 146, 48], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [1134, 1198, 1280, 1246], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""正常"", ""confidence"": 0.3958604974505507, ""bbox"": [1136, 1307, 142, 43], ""reason"": ""存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [1136, 1307, 1278, 1350], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",-0.100284,-0.200284
